#####################################################################
# Alchemist log file - simulation started at: 2025-01-28T08:51+0000 #
#####################################################################
#
# seed = 2.0
#
# The columns have the following meaning: 
# time TrainingLoss[min] TrainingLoss[max] TrainingLoss[mean] TrainingLoss[variance] ValidationLoss[min] ValidationLoss[max] ValidationLoss[mean] ValidationLoss[variance] ValidationAccuracy[min] ValidationAccuracy[max] ValidationAccuracy[mean] ValidationAccuracy[variance] 
0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
1.2 0.419 1.28 1.12 0.0196 8.59014105796814 14.15808767080307 11.071309684465328 1.0013873699893483 0.7235421166306696 0.8288461538461539 0.7750869443431538 6.501422172376473E-4
2.2 0.398 0.658 0.542 0.00392 7.618248552083969 13.431459754705429 9.58918993951132 1.0457227517724734 0.7359307359307359 0.85 0.8028048419213376 6.625523885805431E-4
3.2 0.329 0.536 0.430 0.00281 6.717927798628807 12.509507834911346 8.972801859180132 0.9225554594035862 0.755939524838013 0.8615384615384616 0.8188354512058615 6.173612423350636E-4
4.2 0.269 0.453 0.349 0.00209 6.445940561592579 11.499340802431107 8.53780126105994 1.0146011279737066 0.755939524838013 0.8711538461538462 0.8289679082166933 6.631346209378247E-4
5.2 0.220 0.426 0.288 0.00214 6.324916660785675 10.805528998374939 8.21994164865464 0.9222866769142203 0.7775377969762419 0.8865384615384615 0.8364189907015231 5.776091761426165E-4
6.2 0.230 0.494 0.362 0.00422 6.273811355233192 10.635397672653198 8.02645537610321 0.8589973721598897 0.7748917748917749 0.8903846153846153 0.8381548216152698 7.803960564908196E-4
7.2 0.198 0.383 0.277 0.00267 5.795944303274155 10.184094101190567 7.712176019325852 0.8168443107344256 0.7807692307692308 0.8942307692307693 0.8458573767395312 7.3148065508228E-4
8.2 0.141 0.303 0.217 0.00190 5.640913888812065 10.156967610120773 7.6237060417576386 0.846032291960373 0.7904967602591793 0.8961538461538462 0.8501653831229965 6.456161251549511E-4
9.2 0.103 0.243 0.172 0.00153 5.4642146825790405 10.0365046299994 7.598087898358547 0.9820316410395983 0.7796976241900648 0.9 0.8526302793378927 6.32840161541333E-4
10.2 0.0724 0.188 0.139 0.00116 4.826120130717754 11.08289086818695 7.589299839048181 1.3340027406509596 0.8153846153846154 0.9192307692307692 0.8573055038464056 6.082220429173166E-4
11.2 0.132 0.310 0.232 0.00298 4.635547697544098 9.266264259815216 7.019477171629357 0.9357084201969366 0.8034557235421166 0.9134615384615384 0.8583680991584609 7.746461910422525E-4
12.2 0.0879 0.236 0.170 0.00206 5.334697216749191 10.221598953008652 7.026030654747349 1.0136668323623523 0.8099352051835853 0.9096153846153846 0.8640256413103335 5.7354055979986E-4
