#####################################################################
# Alchemist log file - simulation started at: 2025-01-22T14:43+0000 #
#####################################################################
#
# seed = 5.0
#
# The columns have the following meaning: 
# time TrainingLoss[min] TrainingLoss[max] TrainingLoss[mean] TrainingLoss[variance] ValidationLoss[min] ValidationLoss[max] ValidationLoss[mean] ValidationLoss[variance] ValidationAccuracy[min] ValidationAccuracy[max] ValidationAccuracy[mean] ValidationAccuracy[variance] 
0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
1.2 1.43 2.51 2.26 0.0504 15.75317668914795 31.661330223083496 23.849380276524105 17.644529132558205 0.437125748502994 0.6056971514242878 0.5421554140869154 0.0018258235624470502
2.2 1.11 1.46 1.29 0.0132 14.750139713287354 27.71945422887802 19.94029293037378 16.874990321525996 0.49700598802395207 0.6721556886227545 0.6011718000049029 0.0015388133953991219
3.2 0.883 1.17 1.02 0.00557 13.733364224433899 25.988827526569366 18.632096426991314 15.326072285995043 0.5329341317365269 0.687125748502994 0.6237611487712889 0.0012068227833780445
4.2 0.733 0.990 0.848 0.00377 12.609408438205719 24.651673197746277 17.915819325126133 14.183487894660272 0.5688622754491018 0.7050898203592815 0.6379401998024977 0.0012249581452200258
5.2 0.626 0.858 0.720 0.00327 12.225661814212799 24.59749335050583 17.559906425384373 13.34046941046613 0.562874251497006 0.7226386806596702 0.6481797230967347 0.0014278219793450169
6.2 0.653 1.03 0.866 0.00557 12.171980798244476 24.849189817905426 17.153528550496468 13.374835228010106 0.5675675675675675 0.7215568862275449 0.6562182949041122 0.0011732979132471426
7.2 0.538 0.829 0.705 0.00369 11.925775051116943 23.268322467803955 16.854238184598774 12.109895931785372 0.5958083832335329 0.7301349325337332 0.664116102571336 0.0011030942214852325
8.2 0.482 0.690 0.585 0.00289 11.86673390865326 23.202892661094666 16.793228194690666 11.717938197469572 0.5718562874251497 0.7256371814092953 0.6643046465675002 0.00120203476866377
9.2 0.389 0.585 0.486 0.00228 11.779405117034912 22.92249369621277 16.79470116071976 10.869301699015567 0.592814371257485 0.7320359281437125 0.6711557673313098 0.0012858126324427777
10.2 0.315 0.550 0.408 0.00227 11.793933689594269 23.605220794677734 16.822570812243683 11.031332837065007 0.5808383233532934 0.7556221889055472 0.6769101882594957 0.0013416444488630703
11.2 0.484 0.690 0.588 0.00183 10.788854360580444 22.27086079120636 15.54184515373065 10.879865774728875 0.5975975975975976 0.7421289355322339 0.6917695470281632 0.001009931831235655
12.2 0.365 0.563 0.467 0.00174 10.908888399600983 22.275585561990738 15.758150091538063 10.97705342289885 0.6077844311377245 0.7511244377811095 0.6883693193956012 0.0011343998229816372
