#####################################################################
# Alchemist log file - simulation started at: 2025-01-22T09:11+0000 #
#####################################################################
#
# seed = 1.0
#
# The columns have the following meaning: 
# time TrainingLoss[min] TrainingLoss[max] TrainingLoss[mean] TrainingLoss[variance] ValidationLoss[min] ValidationLoss[max] ValidationLoss[mean] ValidationLoss[variance] ValidationAccuracy[min] ValidationAccuracy[max] ValidationAccuracy[mean] ValidationAccuracy[variance] 
0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
1.2 0.144 1.28 0.995 0.0589 2.6068519349209964 7.055715322494507 4.097001224164463 0.8340476957724354 0.7651006711409396 0.9509043927648578 0.8502870120961902 0.002707826765535948
2.2 0.132 0.528 0.363 0.0135 1.493140071630478 6.393355451524258 2.89463067761244 0.8923596132406301 0.8243243243243243 0.958656330749354 0.8935604257981102 0.0011549213956252202
3.2 0.0724 0.343 0.224 0.00504 1.1171950995922089 6.435862522572279 2.601204764706381 1.0450969243413566 0.851528384279476 0.9612403100775194 0.907077242987252 8.187717092406887E-4
4.2 0.0394 0.273 0.156 0.00304 0.984641507267952 6.172378547489643 2.4862829804484745 1.052503587187031 0.851528384279476 0.9638242894056848 0.9120828040330913 7.772719628143179E-4
5.2 0.0241 0.219 0.113 0.00202 0.9302565678954124 6.035905338823795 2.463954000607373 1.0290508103111777 0.8389261744966443 0.9638242894056848 0.9123090566852506 8.543014071973857E-4
6.2 0.0244 0.260 0.161 0.00358 0.9466061741113663 5.84857377409935 2.334944913505593 0.9176243696937547 0.868995633187773 0.9637305699481865 0.919509628159728 5.678383273186718E-4
7.2 0.0179 0.204 0.107 0.00192 0.9249134212732315 5.922151409089565 2.348231450668367 0.977605021458743 0.8590604026845637 0.9664082687338501 0.9203228102046465 6.549077213581992E-4
8.2 0.00989 0.155 0.0738 0.00112 0.8808644190430641 6.302297491580248 2.4171550171481404 1.0248300995157273 0.8646288209606987 0.9664082687338501 0.918184120512441 6.196511793096052E-4
9.2 0.00544 0.115 0.0507 0.000638 0.9055681452155113 6.587542919442058 2.458501113433789 1.2142036096036837 0.8657718120805369 0.9740932642487047 0.9221860838013928 6.156697627231061E-4
10.2 0.00544 0.0852 0.0363 0.000382 0.8456207923591137 6.884697493165731 2.541849732425242 1.2284199393858386 0.8646288209606987 0.9715762273901809 0.9192662639532592 6.71904903047813E-4
11.2 0.0275 0.172 0.100 0.00124 0.8251740485429764 5.945609183982015 2.205150023031187 0.8630540827311434 0.8608695652173913 0.9715762273901809 0.9229528573927943 6.577151690593676E-4
12.2 0.0186 0.113 0.0585 0.000590 0.8770500421524048 6.179460868239403 2.2494282893675632 0.953697407720197 0.87248322147651 0.9638242894056848 0.9261513890376736 4.7853493875163044E-4
