#####################################################################
# Alchemist log file - simulation started at: 2025-01-22T11:07+0000 #
#####################################################################
#
# seed = 2.0
#
# The columns have the following meaning: 
# time TrainingLoss[min] TrainingLoss[max] TrainingLoss[mean] TrainingLoss[variance] ValidationLoss[min] ValidationLoss[max] ValidationLoss[mean] ValidationLoss[variance] ValidationAccuracy[min] ValidationAccuracy[max] ValidationAccuracy[mean] ValidationAccuracy[variance] 
0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
1.2 0.713 1.65 1.41 0.0415 3.640609472990036 7.066234320402145 6.015329582759967 0.2833692548658748 0.6826347305389222 0.8712574850299402 0.8069070545630679 0.0019628135063510395
2.2 0.391 0.713 0.554 0.0128 2.721493363380432 5.409401208162308 4.019447838744292 0.36316491395722267 0.7590361445783133 0.9036144578313253 0.8511516851076046 8.780805947350715E-4
3.2 0.252 0.456 0.346 0.00357 2.0033680498600006 5.18658709526062 3.511579523865993 0.5406311386090373 0.7891566265060241 0.927710843373494 0.8663110312534597 6.865236795604572E-4
4.2 0.140 0.332 0.245 0.00174 1.5675557106733322 5.40403351187706 3.3414300321959534 0.6863646070145883 0.7891566265060241 0.9457831325301205 0.8721045040812013 6.2362041307673E-4
5.2 0.123 0.243 0.181 0.000829 1.4656118527054787 5.282288506627083 3.3026597772796564 0.7626982135613999 0.8072289156626506 0.927710843373494 0.8740598663571754 5.126769667920518E-4
6.2 0.133 0.384 0.241 0.00223 1.9594790637493134 4.806735873222351 3.180999748193874 0.5950206767595133 0.8012048192771084 0.927710843373494 0.8764975024860314 5.190418516501907E-4
7.2 0.114 0.262 0.170 0.000995 1.567713476717472 5.071557015180588 3.1429599239132724 0.6925540862413083 0.8012048192771084 0.9337349397590361 0.8784057484309992 5.211552947811367E-4
8.2 0.0786 0.199 0.124 0.000526 1.363022342324257 5.2993770986795425 3.1928003846237862 0.7922309979582483 0.8132530120481928 0.927710843373494 0.8775154644747026 5.155497613272033E-4
9.2 0.0500 0.145 0.0883 0.000322 1.2254577800631523 5.548022195696831 3.3023019949905574 0.9554701574016737 0.8012048192771084 0.9457831325301205 0.8789829640787724 6.305306728116343E-4
10.2 0.0341 0.118 0.0646 0.000233 1.226561639457941 5.518524989485741 3.4103907039747217 1.0174008195164217 0.7891566265060241 0.9397590361445783 0.8765405252749601 6.262001871150024E-4
11.2 0.0692 0.165 0.126 0.000352 1.099929179996252 5.010176464915276 2.9617935674121747 0.7947661694097341 0.8253012048192772 0.9397590361445783 0.8877358326955037 5.648553598133589E-4
12.2 0.0543 0.119 0.0839 0.000201 1.0588964242488146 5.128009527921677 3.109815183131454 0.884539252312945 0.8313253012048193 0.9397590361445783 0.8861366622931445 5.153260402722171E-4
