#####################################################################
# Alchemist log file - simulation started at: 2025-01-28T10:02+0000 #
#####################################################################
#
# seed = 3.0
#
# The columns have the following meaning: 
# time TrainingLoss[min] TrainingLoss[max] TrainingLoss[mean] TrainingLoss[variance] ValidationLoss[min] ValidationLoss[max] ValidationLoss[mean] ValidationLoss[variance] ValidationAccuracy[min] ValidationAccuracy[max] ValidationAccuracy[mean] ValidationAccuracy[variance] 
0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
1.2 0.418 1.16 1.07 0.0112 3.22089072316885 5.856749713420868 4.754162707831711 0.4427598402358684 0.772 0.9039301310043668 0.8447024714360912 7.390653197983949E-4
2.2 0.282 0.463 0.388 0.00120 2.0622216388583183 4.395972386002541 3.256067035254091 0.28505406083788076 0.816 0.9391304347826087 0.887680897362947 5.42542250723764E-4
3.2 0.195 0.298 0.244 0.000766 1.5440620258450508 4.053554140031338 2.854064995384154 0.2714534525309224 0.848 0.9565217391304348 0.9009505664540117 4.5642881952193007E-4
4.2 0.0845 0.217 0.170 0.000659 1.3295505717396736 4.042303040623665 2.7066059372009477 0.3201181500929032 0.86 0.9565217391304348 0.9057137692727897 4.6801832998138613E-4
5.2 0.0823 0.154 0.121 0.000344 1.2923859432339668 4.23370224237442 2.6632924947649976 0.33819798314475713 0.86 0.9521739130434783 0.9063735290530974 3.895936219119536E-4
6.2 0.117 0.237 0.172 0.000836 1.235728107392788 3.950648382306099 2.5553220799653595 0.30961467336194654 0.8608695652173913 0.9565217391304348 0.9114463448856268 3.881383408726347E-4
7.2 0.0841 0.165 0.116 0.000385 1.1834822250530124 3.991777651011944 2.549023891552982 0.3210725718823976 0.88 0.9608695652173913 0.9126122041223788 3.7708065019672823E-4
8.2 0.0384 0.113 0.0797 0.000242 1.286868367344141 4.0284678637981415 2.574863928714573 0.33769003122655067 0.868 0.9521739130434783 0.9123527791787527 3.9975369210922733E-4
9.2 0.0367 0.0806 0.0550 0.000132 1.1626917198300362 4.529682617634535 2.6375750658304846 0.4029343542660465 0.8652173913043478 0.9608695652173913 0.9127892024979571 3.485792364717749E-4
10.2 0.0239 0.0639 0.0386 7.90e-05 1.2403940183576196 4.529682617634535 2.742828670614623 0.44231034311950695 0.884 0.9521739130434783 0.9144294669781498 3.03588807052943E-4
11.2 0.0541 0.143 0.0910 0.000411 1.058252913877368 4.208438962697983 2.4035708471304438 0.3627376303823557 0.876 0.9521739130434783 0.9187348856624127 3.521152660354535E-4
12.2 0.0327 0.0926 0.0566 0.000160 1.135378452250734 4.208439379930496 2.507833350658378 0.3923249090318079 0.884 0.9608695652173913 0.9189394881113125 2.9755221189998993E-4
