#####################################################################
# Alchemist log file - simulation started at: 2025-01-28T12:28+0000 #
#####################################################################
#
# seed = 3.0
#
# The columns have the following meaning: 
# time TrainingLoss[min] TrainingLoss[max] TrainingLoss[mean] TrainingLoss[variance] ValidationLoss[min] ValidationLoss[max] ValidationLoss[mean] ValidationLoss[variance] ValidationAccuracy[min] ValidationAccuracy[max] ValidationAccuracy[mean] ValidationAccuracy[variance] 
0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
1.2 0.938 1.71 1.50 0.0240 14.24165415763855 20.52681976556778 17.112812946860988 3.249202896011531 0.6554307116104869 0.7706766917293233 0.711996267465502 7.523895364958919E-4
2.2 0.664 0.965 0.821 0.00678 11.78323769569397 17.451085090637207 14.585886845365167 2.6328376499842014 0.6923076923076923 0.8101010101010101 0.7499753139369166 7.188896592411799E-4
3.2 0.520 0.770 0.645 0.00342 10.60787370800972 16.598190754652023 13.580834239100417 2.362245033396208 0.7153558052434457 0.8282828282828283 0.7682635743310712 5.71688501528728E-4
4.2 0.422 0.628 0.524 0.00210 10.029157966375351 16.45015713572502 13.006601188642284 2.186965551554782 0.731203007518797 0.8424242424242424 0.7789984470295677 5.609582878396863E-4
5.2 0.364 0.519 0.431 0.00131 9.417646676301956 15.559605598449707 12.546512550674379 2.0044576873195306 0.7453183520599251 0.8585858585858586 0.790476672305598 5.089566234936702E-4
6.2 0.403 0.673 0.534 0.00366 9.522319450974464 15.009082198143005 12.283547619668147 1.9794997062514073 0.7448405253283302 0.8383838383838383 0.7919507340958424 4.405436420922814E-4
7.2 0.332 0.522 0.412 0.00192 8.81530136615038 15.362681150436401 11.905481137800962 2.2244386176432003 0.7518796992481203 0.8545454545454545 0.8003871890905199 5.451118172081804E-4
8.2 0.237 0.412 0.323 0.00138 8.241774164140224 14.886956602334976 11.792469556909055 2.1900672834846864 0.7654784240150094 0.8808080808080808 0.8047189638860843 6.098695324522565E-4
9.2 0.185 0.324 0.253 0.000923 8.180314786732197 14.685238808393478 11.831353052674482 2.1234228640320683 0.7659176029962547 0.8666666666666667 0.8070087726662257 4.8277216321558885E-4
10.2 0.139 0.297 0.201 0.000895 8.256926849484444 15.149118602275848 11.825775811759135 2.449441707234705 0.7636022514071295 0.8808080808080808 0.8132498788982722 5.151837506214088E-4
11.2 0.240 0.460 0.342 0.00281 7.815407112240791 13.829227328300476 10.953663467429578 2.094531893260123 0.7669172932330827 0.8848484848484849 0.8168202449714328 6.287937626185799E-4
12.2 0.164 0.338 0.250 0.00161 7.991459123790264 13.9880291223526 10.994309360161424 1.968578216763826 0.7744360902255639 0.8868686868686869 0.8183422154065246 5.463887959045048E-4
