#####################################################################
# Alchemist log file - simulation started at: 2025-01-28T09:23+0000 #
#####################################################################
#
# seed = 4.0
#
# The columns have the following meaning: 
# time TrainingLoss[min] TrainingLoss[max] TrainingLoss[mean] TrainingLoss[variance] ValidationLoss[min] ValidationLoss[max] ValidationLoss[mean] ValidationLoss[variance] ValidationAccuracy[min] ValidationAccuracy[max] ValidationAccuracy[mean] ValidationAccuracy[variance] 
0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
1.2 0.486 1.28 1.11 0.0160 8.117751598358154 13.115927428007126 11.083342210079232 1.010466889407462 0.7012987012987013 0.8596153846153847 0.7744736166611167 0.001012520103768185
2.2 0.444 0.640 0.547 0.00308 6.761081859469414 11.372105866670609 9.599057207815349 0.8846924397478019 0.7554112554112554 0.8711538461538462 0.8031576620973219 5.916692897220405E-4
3.2 0.350 0.522 0.438 0.00232 6.67435260117054 10.743968218564987 8.90341957200629 0.8985358694868757 0.7597402597402597 0.8692307692307693 0.8153872873736535 5.896706513453462E-4
4.2 0.292 0.440 0.361 0.00189 6.269193887710571 10.030905157327652 8.454181629077842 0.7908094846111666 0.7792207792207793 0.8865384615384615 0.8297506496683063 5.929613065632487E-4
5.2 0.232 0.418 0.299 0.00182 5.964561730623245 10.245285600423813 8.290905402430022 0.8619933121634835 0.7948164146868251 0.8826923076923077 0.8338168011494146 5.20954155054466E-4
6.2 0.252 0.481 0.383 0.00343 6.06732614338398 9.576604038476944 8.087306920671836 0.7368848516587351 0.7727272727272727 0.8903846153846153 0.8377121685909483 7.247933996081066E-4
7.2 0.219 0.368 0.292 0.00214 5.59015466272831 10.058025032281876 7.715311147738248 0.8888741726803935 0.7835497835497836 0.8923076923076924 0.8448843486876694 6.293826864532423E-4
8.2 0.161 0.295 0.229 0.00145 5.729717254638672 9.576905190944672 7.595750914226907 0.933507432678513 0.7835497835497836 0.8961538461538462 0.8483745777111058 6.778046563610786E-4
9.2 0.119 0.241 0.181 0.00119 5.484063297510147 9.649595588445663 7.465955460385885 0.9668408072133985 0.8008658008658008 0.9 0.8532980076379104 5.715505290425793E-4
10.2 0.0924 0.190 0.147 0.000876 5.578526139259338 9.514597296714783 7.477100806795836 0.8669916794632854 0.79004329004329 0.9 0.8560369807028825 5.525365569322684E-4
11.2 0.151 0.322 0.248 0.00309 5.2038345113396645 8.483444482088089 6.926031210285146 0.7160419256057963 0.8095238095238095 0.9153846153846154 0.8622259666029914 5.750904903580091E-4
12.2 0.103 0.236 0.180 0.00192 5.200180560350418 8.775588631629944 6.975611017551273 0.7829007469687382 0.8095238095238095 0.9115384615384615 0.8622024525001037 5.29455330235706E-4
