#####################################################################
# Alchemist log file - simulation started at: 2025-01-22T12:31+0000 #
#####################################################################
#
# seed = 5.0
#
# The columns have the following meaning: 
# time TrainingLoss[min] TrainingLoss[max] TrainingLoss[mean] TrainingLoss[variance] ValidationLoss[min] ValidationLoss[max] ValidationLoss[mean] ValidationLoss[variance] ValidationAccuracy[min] ValidationAccuracy[max] ValidationAccuracy[mean] ValidationAccuracy[variance] 
0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
1.2 0.787 1.46 1.27 0.0223 4.40081262588501 10.19288831949234 6.627340630269967 1.5865049583488389 0.5568862275449101 0.7747747747747747 0.6827598478034954 0.002588718856009021
2.2 0.612 0.839 0.725 0.00484 3.7304711639881134 8.94705617427826 5.559421573407374 1.3527411252559656 0.6566265060240963 0.8203592814371258 0.742144455671979 0.0013455931067266143
3.2 0.490 0.700 0.594 0.00293 3.3935419768095016 7.839364022016525 5.150624231077157 1.1818067264573915 0.6646706586826348 0.8353293413173652 0.7614772278452389 0.001221011844713119
4.2 0.421 0.613 0.511 0.00223 3.2239311784505844 8.159509539604187 4.909638216002629 1.2750346727754993 0.6766467065868264 0.8323353293413174 0.7751956934264127 8.675539128344688E-4
5.2 0.369 0.533 0.449 0.00172 2.9036913067102432 8.434401869773865 4.8090122771950865 1.338307787390619 0.688622754491018 0.8263473053892215 0.7775183509193321 0.0011549884674021528
6.2 0.400 0.628 0.512 0.00244 2.9540139585733414 7.648750483989716 4.819276015059306 1.297495311020418 0.6946107784431138 0.8378378378378378 0.7792922598390458 0.001023512321880683
7.2 0.366 0.518 0.447 0.00152 2.9075388312339783 7.815503865480423 4.7003173140379095 1.251574296949927 0.6766467065868264 0.8383233532934131 0.7842608506238115 0.001080008686912694
8.2 0.329 0.462 0.395 0.000900 2.703811801970005 8.367028385400772 4.6455525285922565 1.5094167968593486 0.718562874251497 0.844311377245509 0.788852898982904 8.240380692015534E-4
9.2 0.295 0.416 0.355 0.000876 2.710065022110939 7.581340581178665 4.5727440641763115 1.3207643777753484 0.7065868263473054 0.8622754491017964 0.7943733716346082 0.001093034719221591
10.2 0.254 0.398 0.320 0.000715 2.71301756426692 8.411398470401764 4.662684730540674 1.4943192610193183 0.718562874251497 0.8588588588588588 0.7936182836924486 9.468890645145817E-4
11.2 0.330 0.456 0.392 0.000807 2.6469857580959797 7.492099612951279 4.397474182268175 1.329831366912105 0.7365269461077845 0.8712574850299402 0.7987350626502925 9.423447175904967E-4
12.2 0.305 0.416 0.350 0.000599 2.5549993738532066 7.535394549369812 4.442776431759389 1.3912221889557557 0.688622754491018 0.8674698795180723 0.79968448128249 0.0012828984940113745
