#####################################################################
# Alchemist log file - simulation started at: 2025-01-27T16:59+0000 #
#####################################################################
#
# seed = 3.0
#
# The columns have the following meaning: 
# time TrainingLoss[min] TrainingLoss[max] TrainingLoss[mean] TrainingLoss[variance] ValidationLoss[min] ValidationLoss[max] ValidationLoss[mean] ValidationLoss[variance] ValidationAccuracy[min] ValidationAccuracy[max] ValidationAccuracy[mean] ValidationAccuracy[variance] 
0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
1.2 0.110 0.668 0.594 0.00590 0.638356875628233 3.115883782505989 1.4710786407825558 0.20520566198796755 0.8761061946902655 0.986046511627907 0.9457374334210189 4.159765748448281E-4
2.2 0.0914 0.203 0.134 0.00105 0.34196593053638935 2.63202390819788 1.1433338780373865 0.18423198675782304 0.8938053097345132 0.9906976744186047 0.9514069335745703 3.67760443827971E-4
3.2 0.0545 0.149 0.0879 0.000664 0.2290099086239934 2.026065595448017 1.0304102607704713 0.15785741699295625 0.9070796460176991 0.9953488372093023 0.9573331693814014 2.7379162609047803E-4
4.2 0.0312 0.117 0.0624 0.000594 0.2182751833461225 2.3921568766236305 1.0643061346016132 0.19076332136315102 0.9070796460176991 0.9906976744186047 0.9569119795755002 2.641548321205802E-4
5.2 0.0192 0.0893 0.0454 0.000389 0.17056238232180476 4.053647890686989 1.0816509590246475 0.34519066744022 0.8982300884955752 0.9953488372093023 0.9584612266147663 2.717261066312576E-4
6.2 0.0401 0.106 0.0683 0.000298 0.26786482241004705 4.571669664233923 1.0264428371301526 0.38253944324583145 0.911504424778761 0.9953488372093023 0.9596024131993308 2.3471852247665515E-4
7.2 0.0238 0.0830 0.0456 0.000246 0.1926865321584046 5.115004196763039 1.0720153172146636 0.5168435882358868 0.9026548672566371 0.9906976744186047 0.9590983463864431 2.7373214681896774E-4
8.2 0.0141 0.0618 0.0311 0.000170 0.14362712437286973 4.205649435520172 1.054829830790671 0.36425981829821175 0.911504424778761 0.9906976744186047 0.9606428978929594 2.2896497921502502E-4
9.2 0.00693 0.0448 0.0209 9.40e-05 0.09629020059946924 5.031766684725881 1.137064031914027 0.5579218576220978 0.8982300884955752 0.9953488372093023 0.9606466412008676 2.5015859209300283E-4
10.2 0.00548 0.0484 0.0152 8.14e-05 0.07890793960541487 5.212579006329179 1.1850911182127675 0.609037481049156 0.915929203539823 0.9953488372093023 0.9610102036302227 1.9562168921221612E-4
11.2 0.0126 0.0644 0.0404 0.000119 0.14003331866115332 4.150486897677183 0.9729229037441958 0.34076965216331623 0.915929203539823 0.9953488372093023 0.962436535891938 2.1242308628195152E-4
