#####################################################################
# Alchemist log file - simulation started at: 2025-01-28T15:21+0000 #
#####################################################################
#
# seed = 4.0
#
# The columns have the following meaning: 
# time TrainingLoss[min] TrainingLoss[max] TrainingLoss[mean] TrainingLoss[variance] ValidationLoss[min] ValidationLoss[max] ValidationLoss[mean] ValidationLoss[variance] ValidationAccuracy[min] ValidationAccuracy[max] ValidationAccuracy[mean] ValidationAccuracy[variance] 
0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
1.2 0.496 1.14 1.00 0.0127 3.2356809973716736 8.343941271305084 5.6034105618794765 1.298817748086995 0.6578947368421053 0.8623481781376519 0.7621786897695837 0.0026299324057598187
2.2 0.452 0.797 0.575 0.0102 2.8987488448619843 7.7782063484191895 4.733982779396077 1.3615804687633521 0.6804511278195489 0.9018181818181819 0.800649673091725 0.002856068182781511
3.2 0.318 0.704 0.467 0.0119 2.4030629098415375 7.563005477190018 4.294002757718165 1.4827017290379678 0.6954887218045113 0.9127272727272727 0.8206449745488452 0.003329106659550103
4.2 0.245 0.644 0.404 0.0120 2.195888489484787 6.816148906946182 4.092536387809862 1.4750212399142522 0.7293233082706767 0.9184782608695652 0.8284981586395246 0.0027075777865877434
5.2 0.205 0.621 0.357 0.0135 2.189771890640259 7.187961846590042 3.9866809151135385 1.5334509508909702 0.7180451127819549 0.9236363636363636 0.8336828331723695 0.002985496628735397
6.2 0.239 0.670 0.392 0.0136 1.9910798072814941 7.237877070903778 3.975522233173251 1.6421080329891309 0.6917293233082706 0.9236363636363636 0.8301785902781734 0.0031682270830108656
7.2 0.209 0.594 0.339 0.0138 2.0926091074943542 6.3133015632629395 3.8879832580375178 1.4607465365571253 0.7330827067669173 0.9309090909090909 0.8406374418425795 0.002643893604292211
8.2 0.172 0.567 0.304 0.0134 1.8126173987984657 7.025299966335297 3.8271530068789916 1.5802225976250055 0.7218045112781954 0.92 0.8422601676372521 0.0026783500584765087
9.2 0.135 0.540 0.271 0.0132 1.9270555600523949 6.7369964718818665 3.7656915729554994 1.4975883133111185 0.7293233082706767 0.9272727272727272 0.8460139234307585 0.002896896201158538
10.2 0.109 0.490 0.250 0.0124 1.7756620347499847 6.431328177452087 3.814799808198586 1.5701468288045974 0.7443609022556391 0.9163636363636364 0.8452969423387602 0.0022518244028982997
11.2 0.129 0.554 0.303 0.0138 1.7497774064540863 6.840440154075623 3.682300465802352 1.5245286847275916 0.7180451127819549 0.9236363636363636 0.8494850419517274 0.0026990998079638056
12.2 0.139 0.534 0.269 0.0137 1.5634169206023216 6.888718545436859 3.716452533379197 1.6199823263828896 0.6917293233082706 0.9236363636363636 0.8478648310757146 0.002978426301763793
