#####################################################################
# Alchemist log file - simulation started at: 2025-01-28T09:07+0000 #
#####################################################################
#
# seed = 3.0
#
# The columns have the following meaning: 
# time TrainingLoss[min] TrainingLoss[max] TrainingLoss[mean] TrainingLoss[variance] ValidationLoss[min] ValidationLoss[max] ValidationLoss[mean] ValidationLoss[variance] ValidationAccuracy[min] ValidationAccuracy[max] ValidationAccuracy[mean] ValidationAccuracy[variance] 
0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
1.2 0.506 1.24 1.13 0.0143 8.817082464694977 13.095260798931122 11.213727437270185 0.9539384410521882 0.7105831533477321 0.8311688311688312 0.774606956892999 5.943433257622152E-4
2.2 0.462 0.644 0.549 0.00311 7.732415050268173 11.417169779539108 9.720400773764899 0.7293671253004466 0.7653846153846153 0.8403846153846154 0.8042279220059998 3.9793822208665627E-4
3.2 0.348 0.529 0.439 0.00257 7.17698809504509 10.877648413181305 9.15962818878082 0.6626248748455218 0.7645788336933045 0.8538461538461538 0.8161577256137191 4.3964547202746487E-4
4.2 0.297 0.457 0.361 0.00204 6.9187101572752 10.01149696111679 8.74626430341353 0.49691568149386234 0.7796976241900648 0.8634615384615385 0.8273710795444057 4.6903399500092377E-4
5.2 0.243 0.453 0.299 0.00210 7.064885914325714 9.735954582691193 8.459776229807176 0.5101093282350398 0.796976241900648 0.8653846153846154 0.8352770676947243 3.40290613872994E-4
6.2 0.275 0.476 0.378 0.00339 7.017313003540039 9.480108201503754 8.22737868106924 0.4429130151030125 0.796976241900648 0.8711538461538462 0.8366594966858196 3.501356268472412E-4
7.2 0.211 0.382 0.291 0.00253 6.149884715676308 9.304921716451645 7.872773445832233 0.4900864644302657 0.8012958963282938 0.8884615384615384 0.8446968385885772 4.1904677927698144E-4
8.2 0.159 0.312 0.229 0.00193 6.087718710303307 9.380173593759537 7.779164051598248 0.681389933450121 0.7961538461538461 0.8903846153846153 0.8474355621730082 4.915654788391088E-4
9.2 0.116 0.251 0.182 0.00171 6.002556078135967 9.787573873996735 7.77316932391841 0.6371993019065669 0.7980769230769231 0.9 0.8499552860446489 5.61947109991512E-4
10.2 0.0806 0.194 0.147 0.00143 5.37077721208334 9.76535452902317 7.726716270883723 0.9104684879154294 0.8153846153846154 0.9057692307692308 0.8568061074844282 6.142290480706172E-4
11.2 0.161 0.332 0.254 0.00350 5.363931804895401 8.895043134689331 7.1855314208660275 0.6561283045546921 0.7961538461538461 0.9019230769230769 0.8587650979929597 5.644652281840032E-4
12.2 0.105 0.251 0.186 0.00246 5.015943497419357 8.895043134689331 7.129569866345264 0.6874808693790571 0.7961538461538461 0.9192307692307692 0.8601670374112329 7.229723377809558E-4
